date,privatbank,oschadbank,ukrgasbank,ukrexim,sense,first investment
2022-06,10026.260824273508,18549.665468376064,16292.390126495726,29200.125190427352,14806.353919658117,397.6139958974359
2022-07,9114.882476609098,17070.343421036112,21296.149922762954,31490.57531240187,14776.302049293561,410.73654160125574
2022-08,7674.008859447637,16676.29851900466,21142.791699753903,29253.600561936044,13407.550205633037,352.4085217391303
2022-09,7235.494368334701,17136.16135329505,23263.124127426847,33242.76647115119,12003.126671041828,329.2538105004101
2022-10,7302.688123598579,18606.036315832644,24847.159148482362,32752.347540060127,10876.419110199622,346.0734831829372
2022-11,6908.262294503683,19180.75266611977,21280.616946404152,33265.81491878593,9203.076260596119,329.95397894448973
2022-12,7378.839940935198,22167.917790812142,19493.8667990156,35015.40327426851,9962.531962537576,332.5039633579439
2023-01,8206.79938501504,24681.858083128245,19638.33518922614,37000.937033087226,10685.082879409352,325.1154454470878
2023-02,8049.210462947768,24573.098849330047,18824.316847689362,35887.1247292863,9995.32967076839,285.44337161607876
2023-03,9765.69952037189,28424.368694284938,24310.394471698106,43229.6411107465,11485.823464861907,286.00193792726276
2023-04,10554.850420016406,27611.93802214931,26622.077062619646,40310.87676264699,11017.650689089412,276.78392644243905
2023-05,12207.355984140006,31604.07891577797,27491.00337626469,41070.81926387751,11781.631996445181,290.4715969373804
2023-06,13248.572878315563,31189.362480721873,24951.934969373808,41170.06030981675,11201.964887339347,274.8893524747061
2023-07,15818.03534782609,34074.87825184578,25563.084579983588,43388.58739349197,10949.022543888439,115.56696964725178
2023-08,17723.265410172273,35964.16309187859,24365.319442712607,40961.157878042126,12083.890798742126,38.42441536778771
2023-09,19097.457587366694,34231.11166748701,22819.85458517913,39840.61917746784,13734.492111840307,29.74884905660421
2023-10,21371.318376506013,35376.192435104065,26069.08915580499,35670.48713663748,15656.351527382263,21.82304983570609
2023-11,21833.100977046463,34481.56960674776,25127.50621321905,34480.049288716844,17662.45689021019,20.61701935840695
2023-12,22993.14323429497,36720.39783445675,26475.943047452158,36386.70645780529,18040.142703154488,23.073258021030327
2024-01,23173.636650911012,37642.36127779245,26249.700144177452,35942.00445709004,18203.14011909163,24.723256931608134
2024-02,22256.123895707136,37492.304850934954,24874.0189083487,33739.473129839345,16327.369643929418,23.04393521200948
2024-03,24076.55005561305,38615.66520020692,24955.155805483697,36621.94031195034,17149.485050957064,29.38022736678739
2024-04,23378.594105691045,43054.53003556912,23675.599402439024,35103.47173958332,16477.626195121957,27.721137449186983
2024-05,24025.83653764794,43054.86324326367,23873.940625786952,34213.84454066986,16264.0137955175,24.496113069755733
,,,,,,
